subject,relation,object,source
Kleinman,Kleinman,Geoffrey,https://en.wikipedia.org/wiki/Fight_Club_(film)
Interview With Fight Club Author,Interview,Chuck Palahniuk,https://en.wikipedia.org/wiki/Fight_Club_(film)
Schaefer,Schaefer,Stephen,https://en.wikipedia.org/wiki/Fight_Club_(film)
Probst,Probst,1999,https://en.wikipedia.org/wiki/Fight_Club_(film)
Filming Locations of Fight Club,"""",1,https://en.wikipedia.org/wiki/Fight_Club_(film)
Covert,Covert,Colin,https://en.wikipedia.org/wiki/Fight_Club_(film)
Martin,Martin,Kevin H.,https://en.wikipedia.org/wiki/Fight_Club_(film)
Frauenfelder,Frauenfelder,Mark,https://en.wikipedia.org/wiki/Fight_Club_(film)
Trendell,Trendell,Andrew,https://en.wikipedia.org/wiki/Fight_Club_(film)
Thom Yorke,Yorke,Fight Club,https://en.wikipedia.org/wiki/Fight_Club_(film)
Schurr,Schurr,Amanda,https://en.wikipedia.org/wiki/Fight_Club_(film)
Spitz,Spitz,Marc,https://en.wikipedia.org/wiki/Fight_Club_(film)
Spin,spin,77,https://en.wikipedia.org/wiki/Fight_Club_(film)
Deal,think,Fight Club,https://en.wikipedia.org/wiki/Fight_Club_(film)
Klady,Leonard,Leonard,https://en.wikipedia.org/wiki/Fight_Club_(film)
Goodwin,Goodwin,Christopher,https://en.wikipedia.org/wiki/Fight_Club_(film)
Linson,get,2002,https://en.wikipedia.org/wiki/Fight_Club_(film)
Gristwood,Gristwood,Sarah,https://en.wikipedia.org/wiki/Fight_Club_(film)
Orwall,Orwall,Bruce,https://en.wikipedia.org/wiki/Fight_Club_(film)
Weekend,result,"October 15–17, 1999",https://en.wikipedia.org/wiki/Fight_Club_(film)
November 14,retrieve,2006,https://en.wikipedia.org/wiki/Fight_Club_(film)
Caro,Caro,Mark,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club,conclude,CinemaScore,https://en.wikipedia.org/wiki/Fight_Club_(film)
Weekend,Results,"October 22–24, 1999",https://en.wikipedia.org/wiki/Fight_Club_(film)
Dawtrey,Dawtrey,Adam,https://en.wikipedia.org/wiki/Fight_Club_(film)
French,French,Philip,https://en.wikipedia.org/wiki/Fight_Club_(film)
Kirsner,Scott,Scott,https://en.wikipedia.org/wiki/Fight_Club_(film)
Misek,Misek,Marla,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club and,make,Seven,https://en.wikipedia.org/wiki/Fight_Club_(film)
Vol. 14,.,11,https://en.wikipedia.org/wiki/Fight_Club_(film)
Wilson,Wendy,Wendy,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fox,deliver,Fight Club,https://en.wikipedia.org/wiki/Fight_Club_(film)
Bing,Bing,Jonathan,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fincher,Fincher,David,https://en.wikipedia.org/wiki/Fight_Club_(film)
Beverly Hills,Hills,Calif.,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ault,Ault,Susanne,https://en.wikipedia.org/wiki/Fight_Club_(film)
Bradner,Liesl,Liesl,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club,hit,10 years,https://en.wikipedia.org/wiki/Fight_Club_(film)
Villarreal,Villarreal,Phil,https://en.wikipedia.org/wiki/Fight_Club_(film)
China,change,Fight Club,https://en.wikipedia.org/wiki/Fight_Club_(film)
Zhou,Viola,Viola,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club,get,China,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ives,Ives,Mike,https://en.wikipedia.org/wiki/Fight_Club_(film)
0362,ISSN,4331,https://en.wikipedia.org/wiki/Fight_Club_(film)
Brzeski,-,Patrick,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club,say,Chuck Palahniuk,https://en.wikipedia.org/wiki/Fight_Club_(film)
Chuck Palahniuk,Palahniuk,China,https://en.wikipedia.org/wiki/Fight_Club_(film)
Couch,Couch,Aaron,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club,turn,25,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club; Arrives,Club,4K,https://en.wikipedia.org/wiki/Fight_Club_(film)
Crowdus,Crowdus,Gary,https://en.wikipedia.org/wiki/Fight_Club_(film)
25,.,4,https://en.wikipedia.org/wiki/Fight_Club_(film)
Gritten,Gritten,David,https://en.wikipedia.org/wiki/Fight_Club_(film)
Premiere of Fight Club,leave,Venice,https://en.wikipedia.org/wiki/Fight_Club_(film)
Christopher,Christopher,James,https://en.wikipedia.org/wiki/Fight_Club_(film)
Maslin,Maslin,Janet,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ebert,Ebert,Roger,https://en.wikipedia.org/wiki/Fight_Club_(film)
Carr,Carr,Jay,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ansen,Ansen,David,https://en.wikipedia.org/wiki/Fight_Club_(film)
Schickel,Schickel,Richard,https://en.wikipedia.org/wiki/Fight_Club_(film)
Walker,Alexander,Alexander,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club,review,second,https://en.wikipedia.org/wiki/Fight_Club_(film)
Walker,Alexander,"November 23, 2012",https://en.wikipedia.org/wiki/Fight_Club_(film)
Hawker,Hawker,Philippa,https://en.wikipedia.org/wiki/Fight_Club_(film)
1999,nominee,Year-End Award,https://en.wikipedia.org/wiki/Fight_Club_(film)
Erie Times-News,News,"March 26, 2001",https://en.wikipedia.org/wiki/Fight_Club_(film)
Pulver,Pulver,Andrew,https://en.wikipedia.org/wiki/Fight_Club_(film)
David Fincher's,crisis,1999,https://en.wikipedia.org/wiki/Fight_Club_(film)
Wise,Wise,Damon,https://en.wikipedia.org/wiki/Fight_Club_(film)
Nunziata,Nunziata,Nick,https://en.wikipedia.org/wiki/Fight_Club_(film)
April 1,retrieve,2007,https://en.wikipedia.org/wiki/Fight_Club_(film)
Flynn,Flynn,Bob,https://en.wikipedia.org/wiki/Fight_Club_(film)
Rossi,Rossi,C. T.,https://en.wikipedia.org/wiki/Fight_Club_(film)
Starbucks,blame,Fight Club,https://en.wikipedia.org/wiki/Fight_Club_(film)
Dodson,Dodson,Jonathan K.,https://en.wikipedia.org/wiki/Fight_Club_(film)
Crossway,Crossway,121,https://en.wikipedia.org/wiki/Fight_Club_(film)
Carmer,Carmer,Gregory W.,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ambrosino,Ambrosino,Brandon,https://en.wikipedia.org/wiki/Fight_Club_(film)
Megachurch,be,Mark Driscoll,https://en.wikipedia.org/wiki/Fight_Club_(film)
Johnson,Johnson,Jessica,https://en.wikipedia.org/wiki/Fight_Club_(film)
Kasavin,Kasavin,Greg,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club Review,Review,PS2,https://en.wikipedia.org/wiki/Fight_Club_(film)
August 6,retrieve,2016,https://en.wikipedia.org/wiki/Fight_Club_(film)
Ryckert,Ryckert,Dan,https://en.wikipedia.org/wiki/Fight_Club_(film)
Fight Club,Club,PS2,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 7, 2011",January,2,https://en.wikipedia.org/wiki/Fight_Club_(film)
Dirks,Dirks,Tim,https://en.wikipedia.org/wiki/Fight_Club_(film)
"January 30, 2004",January,96,https://en.wikipedia.org/wiki/Fight_Club_(film)
January 2006,January,98,https://en.wikipedia.org/wiki/Fight_Club_(film)
The 100 Greatest Movie Characters – 8,Characters,Tyler Durden,https://en.wikipedia.org/wiki/Fight_Club_(film)
Chivers,Chivers,Tom,https://en.wikipedia.org/wiki/Fight_Club_(film)
Jane Austen's,be,Fight Club,https://en.wikipedia.org/wiki/Fight_Club_(film)
Staskiewicz,Staskiewicz,"July 30, 2010",https://en.wikipedia.org/wiki/Fight_Club_(film)
Jane,talk,Jane Austen's,https://en.wikipedia.org/wiki/Fight_Club_(film)
Clique TV,TV,"March 8, 2023",https://en.wikipedia.org/wiki/Fight_Club_(film)
Clique,Clique,David Fincher,https://en.wikipedia.org/wiki/Fight_Club_(film)
"June 4, 2025",retrieve,YouTube,https://en.wikipedia.org/wiki/Fight_Club_(film)
Linson,work,May 2002,https://en.wikipedia.org/wiki/Fight_Club_(film)
Probst,Probst,Christopher,https://en.wikipedia.org/wiki/Fight_Club_(film)
80,80,11,https://en.wikipedia.org/wiki/Fight_Club_(film)
Smith,Smith,Gavin,https://en.wikipedia.org/wiki/Fight_Club_(film)
Inside Out: Gavin Smith Goes One-on-One,go,David Fincher,https://en.wikipedia.org/wiki/Fight_Club_(film)
35,.,5,https://en.wikipedia.org/wiki/Fight_Club_(film)
Waxman,Waxman,Sharon,https://en.wikipedia.org/wiki/Fight_Club_(film)
the Wayback Machine,link,"October 16, 2004",https://en.wikipedia.org/wiki/Fight_Club_(film)
1999,film,Fight Club,https://en.wikipedia.org/wiki/Fight_Club_(film)
the United States,film,American,https://en.wikipedia.org/wiki/Fight_Club_(film)
Chuck Palahniuk,film,David Fincher,https://en.wikipedia.org/wiki/Fight_Club_(film)
1999,be,Wachowskis.[a,https://en.wikipedia.org/wiki/The_Matrix
first,star,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Neo,follow,Morpheus,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,give,1996,https://en.wikipedia.org/wiki/The_Matrix
Plato,include,1990,https://en.wikipedia.org/wiki/The_Matrix
Matrix,open,the United States,https://en.wikipedia.org/wiki/The_Matrix
over $460 million,be,$63 million,https://en.wikipedia.org/wiki/The_Matrix
Warner Bros.,become,1999,https://en.wikipedia.org/wiki/The_Matrix
Matrix,receive,Academy Awards,https://en.wikipedia.org/wiki/The_Matrix
Best Sound,be,Best Special Visual Effects,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,award,Best Director,https://en.wikipedia.org/wiki/The_Matrix
2012,select,the United States National Film Registry,https://en.wikipedia.org/wiki/The_Matrix
two,lead,Wachowskis,https://en.wikipedia.org/wiki/The_Matrix
fourth,direct,The Matrix Resurrections,https://en.wikipedia.org/wiki/The_Matrix
1999,delve,Thomas Anderson,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,tell,Neo,https://en.wikipedia.org/wiki/The_Matrix
Neo,pursue,Smith,https://en.wikipedia.org/wiki/The_Matrix
Neo,interrogate,Morpheus,https://en.wikipedia.org/wiki/The_Matrix
Neo,awaken,Trinity,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,offer,Neo,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,see,Nebuchadnezzar,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,reveal,the year,https://en.wikipedia.org/wiki/The_Matrix
the 21st century,lose,Earth,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,hack,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,free,Neo,https://en.wikipedia.org/wiki/The_Matrix
Matrix,enter,Oracle,https://en.wikipedia.org/wiki/The_Matrix
Neo,imply,Morpheus,https://en.wikipedia.org/wiki/The_Matrix
Cypher,ambush,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Neo,sacrifice,Morpheus,https://en.wikipedia.org/wiki/The_Matrix
Cypher,exit,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Neo,kill,Trinity,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,-,Neo,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,free,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Neo,fight,Smith,https://en.wikipedia.org/wiki/The_Matrix
Smith,resurrect,Neo,https://en.wikipedia.org/wiki/The_Matrix
Sentinels,attack,Nebuchadnezzar,https://en.wikipedia.org/wiki/The_Matrix
Neo,confess,Trinity,https://en.wikipedia.org/wiki/The_Matrix
Matrix,revive,Neo,https://en.wikipedia.org/wiki/The_Matrix
Smith,destroy,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Matrix,communicate,Neo,https://en.wikipedia.org/wiki/The_Matrix
Keanu Reeves,Reeves,Neo,https://en.wikipedia.org/wiki/The_Matrix
Reeves,describe,Morpheus,https://en.wikipedia.org/wiki/The_Matrix
Will Smith,turn,Neo,https://en.wikipedia.org/wiki/The_Matrix
Smith,praise,Reeves,https://en.wikipedia.org/wiki/The_Matrix
Warner Bros.,seek,Brad Pitt,https://en.wikipedia.org/wiki/The_Matrix
Reeves,push,Johnny Depp,https://en.wikipedia.org/wiki/The_Matrix
Lorenzo di Bonaventura,state,Sandra Bullock,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,instruct,Fishburne,https://en.wikipedia.org/wiki/The_Matrix
Moss,state,first,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,doubt,an hour,https://en.wikipedia.org/wiki/The_Matrix
Moss,mention,three-hour,https://en.wikipedia.org/wiki/The_Matrix
The Matrix,reference,Intro,https://en.wikipedia.org/wiki/The_Matrix
Sandra Bullock,offer,Neo,https://en.wikipedia.org/wiki/The_Matrix
Rosie Perez,audition,Salma Hayek,https://en.wikipedia.org/wiki/The_Matrix
Smith,want,Wachowskis,https://en.wikipedia.org/wiki/The_Matrix
Jean Reno,offer,Australia,https://en.wikipedia.org/wiki/The_Matrix
Pantoliano,work,Wachowskis,https://en.wikipedia.org/wiki/The_Matrix
Marcus Chong,Chong,Tank,https://en.wikipedia.org/wiki/The_Matrix
Robert Taylor,Taylor,Jones,https://en.wikipedia.org/wiki/The_Matrix
Julian Arahanga,Arahanga,Apoc,https://en.wikipedia.org/wiki/The_Matrix
Matt Doran,Doran,Mouse,https://en.wikipedia.org/wiki/The_Matrix
Belinda McClory,McClory,Switch,https://en.wikipedia.org/wiki/The_Matrix
Anthony Ray Parker,Parker,Dozer,https://en.wikipedia.org/wiki/The_Matrix
Tank,be,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Rowan Witt,Witt,The Spoon Boy,https://en.wikipedia.org/wiki/The_Matrix
Ada Nicodemou,Nicodemou,DuJour,https://en.wikipedia.org/wiki/The_Matrix
1994,present,Wachowskis,https://en.wikipedia.org/wiki/The_Matrix
Lorenzo di Bonaventura,decide,two,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,direct,Bound,https://en.wikipedia.org/wiki/The_Matrix
Keanu Reeves,say,Matrix,https://en.wikipedia.org/wiki/The_Matrix
Neo,explain,Morpheus,https://en.wikipedia.org/wiki/The_Matrix
Silver,be,Di Bonaventura,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,hire,Geof Darrow,https://en.wikipedia.org/wiki/The_Matrix
Warner Bros.,earn,Australia,https://en.wikipedia.org/wiki/The_Matrix
Matrix,become,Warner Bros.,https://en.wikipedia.org/wiki/The_Matrix
Zach Staenberg,have,first,https://en.wikipedia.org/wiki/The_Matrix
French,be,Jean Baudrillard,https://en.wikipedia.org/wiki/The_Matrix
early 1997,have,Wachowskis,https://en.wikipedia.org/wiki/The_Matrix
Hong Kong,decide,Chinese,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,schedule,four months,https://en.wikipedia.org/wiki/The_Matrix
Yuen,be,Yuen,https://en.wikipedia.org/wiki/The_Matrix
Reeves,build,Fishburne,https://en.wikipedia.org/wiki/The_Matrix
Yuen,design,Moss,https://en.wikipedia.org/wiki/The_Matrix
Reeves,undergo,two,https://en.wikipedia.org/wiki/The_Matrix
two,make,four,https://en.wikipedia.org/wiki/The_Matrix
Reeves,film,Weaving,https://en.wikipedia.org/wiki/The_Matrix
March 1998,take,August 1998,https://en.wikipedia.org/wiki/The_Matrix
Thomas Anderson's,begin,Neo,https://en.wikipedia.org/wiki/The_Matrix
Martin Place's,include,Sydney,https://en.wikipedia.org/wiki/The_Matrix
Symantec Corporation,film,Kent Street,https://en.wikipedia.org/wiki/The_Matrix
Moss,perform,Trinity,https://en.wikipedia.org/wiki/The_Matrix
Trinity,leave,Brown,https://en.wikipedia.org/wiki/The_Matrix
Trinity,injure,Moss,https://en.wikipedia.org/wiki/The_Matrix
a few days later,shoot,Reeves,https://en.wikipedia.org/wiki/The_Matrix
Neo,sustain,Smith,https://en.wikipedia.org/wiki/The_Matrix
Smith,be,Morpheus,https://en.wikipedia.org/wiki/The_Matrix
half,have,"3,000 rounds per minute",https://en.wikipedia.org/wiki/The_Matrix
The Art of the Matrix,omit,at least one,https://en.wikipedia.org/wiki/The_Matrix
The Matrix: Original Motion Picture Score,compose,Don Davis.[63][64,https://en.wikipedia.org/wiki/The_Matrix
Morpheus,be,Neo,https://en.wikipedia.org/wiki/The_Matrix
Davis,represent,The Matrix: Music from the Motion Picture,https://en.wikipedia.org/wiki/The_Matrix
"Simon Whiteley,[40",use,half,https://en.wikipedia.org/wiki/The_Matrix
2017,attribute,CNET,https://en.wikipedia.org/wiki/The_Matrix
Lynne Cartwright,supervise,Animal Logic,https://en.wikipedia.org/wiki/The_Matrix
1995,resemble,Japanese,https://en.wikipedia.org/wiki/The_Matrix
The Matrix: Path of Neo,use,Matrix,https://en.wikipedia.org/wiki/The_Matrix
the Runner-up Award,receive,1999,https://en.wikipedia.org/wiki/The_Matrix
Matrix,use,Owen Paterson,https://en.wikipedia.org/wiki/The_Matrix
Nebuchadnezzar,design,Star Trek,https://en.wikipedia.org/wiki/The_Matrix
Neo,construct,Matrix,https://en.wikipedia.org/wiki/The_Matrix
under eight minutes,have,Kym Barrett,https://en.wikipedia.org/wiki/The_Matrix
Reeves,design,Thomas Anderson,https://en.wikipedia.org/wiki/The_Matrix
Barrett,use,three,https://en.wikipedia.org/wiki/The_Matrix
Trinity,experiment,Barrett,https://en.wikipedia.org/wiki/The_Matrix
Agents,design,JFK,https://en.wikipedia.org/wiki/The_Matrix
John Gaeta,plead,Mass.Illusion,https://en.wikipedia.org/wiki/The_Matrix
"12,000",reach,24,https://en.wikipedia.org/wiki/The_Matrix
Gaeta,hire,George Borshukov,https://en.wikipedia.org/wiki/The_Matrix
Manex Visual Effects,create,FreeBSD,https://en.wikipedia.org/wiki/The_Matrix
DFilm,manage,Neo,https://en.wikipedia.org/wiki/The_Matrix
quarter,trigger,The Matrix's,https://en.wikipedia.org/wiki/The_Matrix
Matrix,be,Laserdisc,https://en.wikipedia.org/wiki/The_Matrix
first,be,more than one million,https://en.wikipedia.org/wiki/The_Matrix
2000,go,first,https://en.wikipedia.org/wiki/The_Matrix
"November 10, 2003",exceed,one month,https://en.wikipedia.org/wiki/The_Matrix
UK,debut,"November 29, 1999",https://en.wikipedia.org/wiki/The_Matrix
Matrix,sell,Armageddon,https://en.wikipedia.org/wiki/The_Matrix
The Ultimate Matrix Collection,release,"May 22, 2007,[90",https://en.wikipedia.org/wiki/The_Matrix
10th-anniversary,release,Digibook,https://en.wikipedia.org/wiki/The_Matrix
2010,have,two,https://en.wikipedia.org/wiki/The_Matrix
4,release,"May 22, 2018.[97",https://en.wikipedia.org/wiki/The_Matrix
The Matrix Trilogy,contain,"October 30, 2018.[98",https://en.wikipedia.org/wiki/The_Matrix
The Matrix Comics,include,The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Matrix,republish,two,https://en.wikipedia.org/wiki/The_Matrix
Lost in Space,surpass,Indecent Proposal,https://en.wikipedia.org/wiki/The_Matrix
second,have,opening weekend,https://en.wikipedia.org/wiki/The_Matrix
Three years later,take,2002,https://en.wikipedia.org/wiki/The_Matrix
1999,have,Payback.[106,https://en.wikipedia.org/wiki/The_Matrix
Keanu Reeves,be,Speed,https://en.wikipedia.org/wiki/The_Matrix
number one,go,first weekend,https://en.wikipedia.org/wiki/The_Matrix
fourth,return,The Matrix,https://en.wikipedia.org/wiki/The_Matrix
The following week,displace,Entrapment.[113,https://en.wikipedia.org/wiki/The_Matrix
$1.8 million,gross,Taiwan,https://en.wikipedia.org/wiki/The_Matrix
Lethal Weapon 4,manage,Warner Bros.[114,https://en.wikipedia.org/wiki/The_Matrix
Eraser,surpass,Germany,https://en.wikipedia.org/wiki/The_Matrix
North America,go,fifth,https://en.wikipedia.org/wiki/The_Matrix
fourth,be,the year,https://en.wikipedia.org/wiki/The_Matrix
Matrix,become,second,https://en.wikipedia.org/wiki/The_Matrix
third,be,Saving Private Ryan,https://en.wikipedia.org/wiki/The_Matrix
2012,place,122nd,https://en.wikipedia.org/wiki/The_Matrix
The Matrix,call,Entertainment Weekly,https://en.wikipedia.org/wiki/The_Matrix
Rotten Tomatoes,hold,83%,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,read,The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Metacritic,receive,100,https://en.wikipedia.org/wiki/The_Matrix
323rd,rank,546th,https://en.wikipedia.org/wiki/The_Matrix
Roger Ebert,praise,three,https://en.wikipedia.org/wiki/The_Matrix
Time Out,praise,Hugo Weaving's,https://en.wikipedia.org/wiki/The_Matrix
Jonathan Rosenbaum,review,the Chicago Reader,https://en.wikipedia.org/wiki/The_Matrix
Ian Nathan,describe,Empire,https://en.wikipedia.org/wiki/The_Matrix
Nathan,remark,The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Maitland McDonagh,say,TV Guide,https://en.wikipedia.org/wiki/The_Matrix
Joe Williams,earn,St. Louis Post-Dispatch,https://en.wikipedia.org/wiki/The_Matrix
Salon,acknowledge,Andrew O'Hehir,https://en.wikipedia.org/wiki/The_Matrix
William Gibson,call,Neo,https://en.wikipedia.org/wiki/The_Matrix
Joss Whedon,call,one,https://en.wikipedia.org/wiki/The_Matrix
Darren Aronofsky,comment,The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,take,the 20th century,https://en.wikipedia.org/wiki/The_Matrix
M. Night Shyamalan,express,Wachowskis,https://en.wikipedia.org/wiki/The_Matrix
Simon Pegg,say,The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Quentin Tarantino,count,The Matrix,https://en.wikipedia.org/wiki/The_Matrix
Star Wars: Episode I –,compete,four,https://en.wikipedia.org/wiki/The_Matrix
Matrix,receive,BAFTA,https://en.wikipedia.org/wiki/The_Matrix
1999,win,Saturn Awards,https://en.wikipedia.org/wiki/The_Matrix
February 2022,name,one,https://en.wikipedia.org/wiki/The_Matrix
Matrix,draw,Christianity,https://en.wikipedia.org/wiki/The_Matrix
Swiss,recognized.[145][146,H. R. Giger,https://en.wikipedia.org/wiki/The_Matrix
Welcome to Paradox,see,News from D Street,https://en.wikipedia.org/wiki/The_Matrix
Wachowskis,describe,Stanley Kubrick's,https://en.wikipedia.org/wiki/The_Matrix
